"score_id"	"hgnc_symbol"	"grouping_id"	"study_id"	"description"	"ensembl_gene_id"	"ensembl_version"
"hallmark_apoptosis"	"RNASEL"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000135828"	99
"hallmark_apoptosis"	"ROCK1"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000067900"	99
"hallmark_apoptosis"	"SAT1"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000130066"	99
"hallmark_apoptosis"	"SATB1"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000182568"	99
"hallmark_apoptosis"	"SC5D"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000109929"	99
"hallmark_apoptosis"	"SLC20A1"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000144136"	99
"hallmark_apoptosis"	"SMAD7"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000101665"	99
"hallmark_apoptosis"	"SOD1"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000142168"	99
"hallmark_apoptosis"	"SOD2"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000112096"	99
"hallmark_apoptosis"	"SPTAN1"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000197694"	99
"hallmark_apoptosis"	"SQSTM1"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000161011"	99
"hallmark_apoptosis"	"TAP1"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000168394"	99
"hallmark_apoptosis"	"TGFB2"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000092969"	99
"hallmark_apoptosis"	"TGFBR3"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000069702"	99
"hallmark_apoptosis"	"TIMP1"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000102265"	99
"hallmark_apoptosis"	"TIMP2"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000035862"	99
"hallmark_apoptosis"	"TIMP3"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000100234"	99
"hallmark_apoptosis"	"TNF"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000232810"	99
"hallmark_apoptosis"	"TNFRSF12A"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000006327"	99
"hallmark_apoptosis"	"TNFSF10"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000121858"	99
"hallmark_apoptosis"	"TOP2A"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000131747"	99
"hallmark_apoptosis"	"TSPO"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000100300"	99
"hallmark_apoptosis"	"TXNIP"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000265972"	99
"hallmark_apoptosis"	"VDAC2"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000165637"	99
"hallmark_apoptosis"	"WEE1"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000166483"	99
"hallmark_apoptosis"	"XIAP"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000101966"	99
"cell_cycle"	"ANLN"	"G2/M"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000011426"	99
"cell_cycle"	"ANP32E"	"G2/M"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000143401"	99
"cell_cycle"	"AURKA"	"G2/M"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000087586"	99
"cell_cycle"	"AURKB"	"G2/M"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000178999"	99
"cell_cycle"	"BIRC5"	"G2/M"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000089685"	99
"cell_cycle"	"BUB1"	"G2/M"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000169679"	99
"cell_cycle"	"CBX5"	"G2/M"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000094916"	99
"cell_cycle"	"CCNB2"	"G2/M"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000157456"	99
"cell_cycle"	"CDC20"	"G2/M"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000117399"	99
"cell_cycle"	"CDC25C"	"G2/M"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000158402"	99
"cell_cycle"	"CDCA2"	"G2/M"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000184661"	99
"cell_cycle"	"CDCA3"	"G2/M"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000111665"	99
"cell_cycle"	"CDCA8"	"G2/M"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000134690"	99
"cell_cycle"	"CDK1"	"G2/M"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000170312"	99
"cell_cycle"	"CENPA"	"G2/M"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000115163"	99
"cell_cycle"	"CENPE"	"G2/M"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000138778"	99
"cell_cycle"	"CENPF"	"G2/M"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000117724"	99
"cell_cycle"	"CKAP2"	"G2/M"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000136108"	99
"cell_cycle"	"CKAP2L"	"G2/M"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000169607"	99
"cell_cycle"	"CKAP5"	"G2/M"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000175216"	99
"cell_cycle"	"CKS1B"	"G2/M"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000173207"	99
"cell_cycle"	"CKS2"	"G2/M"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000123975"	99
"cell_cycle"	"CTCF"	"G2/M"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000102974"	99
"cell_cycle"	"DLGAP5"	"G2/M"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000126787"	99
"cell_cycle"	"ECT2"	"G2/M"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000114346"	99
"cell_cycle"	"FAM64A"	"G2/M"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000129195"	99
"cell_cycle"	"G2E3"	"G2/M"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000092140"	99
"cell_cycle"	"GAS2L3"	"G2/M"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000139354"	99
"cell_cycle"	"GTSE1"	"G2/M"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000075218"	99
"cell_cycle"	"HJURP"	"G2/M"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000123485"	99
"cell_cycle"	"HMGB2"	"G2/M"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000164104"	99
"cell_cycle"	"HMMR"	"G2/M"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000072571"	99
"cell_cycle"	"HN1"	"G2/M"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000189159"	99
"cell_cycle"	"KIF11"	"G2/M"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000138160"	99
"cell_cycle"	"KIF20B"	"G2/M"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000138182"	99
"cell_cycle"	"KIF23"	"G2/M"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000137807"	99
"cell_cycle"	"KIF2C"	"G2/M"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000142945"	99
"cell_cycle"	"LBR"	"G2/M"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000143815"	99
"cell_cycle"	"MKI67"	"G2/M"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000148773"	99
"cell_cycle"	"NCAPD2"	"G2/M"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000010292"	99
"cell_cycle"	"NDC80"	"G2/M"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000080986"	99
"cell_cycle"	"NEK2"	"G2/M"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000117650"	99
"cell_cycle"	"NUF2"	"G2/M"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000143228"	99
"cell_cycle"	"NUSAP1"	"G2/M"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000137804"	99
"cell_cycle"	"PSRC1"	"G2/M"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000134222"	99
"cell_cycle"	"RANGAP1"	"G2/M"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000100401"	99
"cell_cycle"	"SMC4"	"G2/M"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000113810"	99
"cell_cycle"	"TACC3"	"G2/M"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000013810"	99
"cell_cycle"	"TMPO"	"G2/M"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000120802"	99
"cell_cycle"	"TOP2A"	"G2/M"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000131747"	99
"cell_cycle"	"TPX2"	"G2/M"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000088325"	99
"cell_cycle"	"TTK"	"G2/M"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000112742"	99
"cell_cycle"	"TUBB4B"	"G2/M"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000188229"	99
"cell_cycle"	"UBE2C"	"G2/M"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000175063"	99
"cell_cycle"	"ATAD2"	"S"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000156802"	99
"cell_cycle"	"BLM"	"S"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000197299"	99
"cell_cycle"	"BRIP1"	"S"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000136492"	99
"cell_cycle"	"CASP8AP2"	"S"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000118412"	99
"cell_cycle"	"CCNE2"	"S"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000175305"	99
"cell_cycle"	"CDC45"	"S"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000093009"	99
"cell_cycle"	"CDC6"	"S"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000094804"	99
"cell_cycle"	"CDCA7"	"S"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000144354"	99
"cell_cycle"	"CHAF1B"	"S"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000159259"	99
"cell_cycle"	"CLSPN"	"S"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000092853"	99
"cell_cycle"	"DSCC1"	"S"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000136982"	99
"cell_cycle"	"DTL"	"S"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000143476"	99
"cell_cycle"	"E2F8"	"S"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000129173"	99
"cell_cycle"	"EXO1"	"S"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000174371"	99
"cell_cycle"	"FEN1"	"S"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000168496"	99
"cell_cycle"	"GINS2"	"S"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000131153"	99
"cell_cycle"	"GMNN"	"S"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000112312"	99
"cell_cycle"	"HELLS"	"S"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000119969"	99
"cell_cycle"	"MCM2"	"S"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000073111"	99
"cell_cycle"	"MCM4"	"S"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000104738"	99
"cell_cycle"	"MCM5"	"S"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000100297"	99
"cell_cycle"	"MCM6"	"S"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000076003"	99
"cell_cycle"	"MLF1IP"	"S"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000151725"	99
"cell_cycle"	"MSH2"	"S"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000095002"	99
"cell_cycle"	"NASP"	"S"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000132780"	99
"cell_cycle"	"PCNA"	"S"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000132646"	99
"cell_cycle"	"POLA1"	"S"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000101868"	99
"cell_cycle"	"POLD3"	"S"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000077514"	99
"cell_cycle"	"PRIM1"	"S"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000198056"	99
"cell_cycle"	"RAD51"	"S"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000051180"	99
"cell_cycle"	"RAD51AP1"	"S"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000111247"	99
"cell_cycle"	"RFC2"	"S"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000049541"	99
"cell_cycle"	"RPA2"	"S"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000117748"	99
"cell_cycle"	"RRM1"	"S"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000167325"	99
"cell_cycle"	"RRM2"	"S"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000171848"	99
"cell_cycle"	"SLBP"	"S"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000163950"	99
"cell_cycle"	"TIPIN"	"S"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000075131"	99
"cell_cycle"	"TYMS"	"S"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000176890"	99
"cell_cycle"	"UBR7"	"S"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000012963"	99
"cell_cycle"	"UHRF1"	"S"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000276043"	99
"cell_cycle"	"UNG"	"S"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000076248"	99
"cell_cycle"	"USP1"	"S"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000162607"	99
"cell_cycle"	"WDR76"	"S"	"TiroshI-27124452"	"Cell cycle; Table S5"	"ENSG00000092470"	99
"hallmark_hypoxia"	"ACKR3"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000144476"	99
"hallmark_hypoxia"	"ADM"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000148926"	99
"hallmark_hypoxia"	"ADORA2B"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000170425"	99
"hallmark_hypoxia"	"AK4"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000162433"	99
"hallmark_hypoxia"	"AKAP12"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000131016"	99
"hallmark_hypoxia"	"ALDOA"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000149925"	99
"hallmark_hypoxia"	"ALDOB"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000136872"	99
"hallmark_hypoxia"	"ALDOC"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000109107"	99
"hallmark_hypoxia"	"AMPD3"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000133805"	99
"hallmark_hypoxia"	"ANGPTL4"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000167772"	99
"hallmark_hypoxia"	"ANKZF1"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000163516"	99
"hallmark_hypoxia"	"ANXA2"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000182718"	99
"hallmark_hypoxia"	"ATF3"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000162772"	99
"hallmark_hypoxia"	"ATP7A"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000165240"	99
"hallmark_hypoxia"	"B3GALT6"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000176022"	99
"hallmark_hypoxia"	"B4GALNT2"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000167080"	99
"hallmark_hypoxia"	"BCAN"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000132692"	99
"hallmark_hypoxia"	"BCL2"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000171791"	99
"hallmark_hypoxia"	"BGN"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000182492"	99
"hallmark_hypoxia"	"BHLHE40"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000134107"	99
"hallmark_hypoxia"	"BNIP3L"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000104765"	99
"hallmark_hypoxia"	"BRS3"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000102239"	99
"hallmark_hypoxia"	"BTG1"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000133639"	99
"hallmark_hypoxia"	"CA12"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000074410"	99
